Time,Left_Fuse_MCCB,Left_MCCB,Left_Fuse,Left_HCB,Left_SSCB,Right_Fuse_MCCB,Right_MCCB,Right_Fuse,Right_HCB,Right_SSCB
20.26009582477755,1.5862456674842207e-6,1.3429680684962086e-5,7.936234439398504e-6,3.5905763747789976e-6,1.5850121161120612e-6,1.5865646089130436e-6,2.369794529000213e-5,6.2613928896171345e-6,6.15673592418986e-6,1.5850121161120612e-6
20.32854209445585,1.591712731618955e-6,1.3413946760354456e-5,7.90113558379879e-6,3.5964177577119116e-6,1.5904787754594807e-6,1.5920316230877418e-6,2.36393028502091e-5,6.225378419100203e-6,6.162396373632362e-6,1.5904787754594807e-6
20.396988364134156,1.5971567958183996e-6,1.3398138440257057e-5,7.867033380626332e-6,3.602092457088979e-6,1.5959225170281144e-6,1.5974756106817978e-6,2.35812397346713e-5,6.190464890587499e-6,6.167685181135418e-6,1.5959225170281144e-6
20.465434633812457,1.6025780337214357e-6,1.3382264487105111e-5,7.833938200918489e-6,3.60760137896321e-6,1.6013435141237764e-6,1.6028967454451148e-6,2.3523776418898912e-5,6.156662032741345e-6,6.1726042853704755e-6,1.6013435141237764e-6
20.533880903490758,1.607976643502873e-6,1.3366333152409204e-5,7.801859063016892e-6,3.612945504216647e-6,1.6067419643661651e-6,1.6082952256635252e-6,2.346693162180724e-5,6.123978185001988e-6,6.1771557743339756e-6,1.6067419643661651e-6
20.602327173169062,1.6133527985795482e-6,1.3350352133234544e-5,7.770803599371767e-6,3.618125841264863e-6,1.61211804083905e-6,1.6136712250869323e-6,2.341072227896035e-5,6.092420264280918e-6,6.1813418362755e-6,1.61211804083905e-6
20.670773442847363,1.6187067028994306e-6,1.3334328635150605e-5,7.740778126597014e-6,3.6231434791256234e-6,1.6174719469352894e-6,1.6190249478853502e-6,2.3355163620286667e-5,6.061993836126156e-6,6.185164812322341e-6,1.6174719469352894e-6
20.739219712525667,1.6240385484200814e-6,1.3318269338702393e-5,7.711787621489385e-6,3.6279995456744984e-6,1.6228038740573325e-6,1.6243565859053177e-6,2.330026915464689e-5,6.032703089742242e-6,6.188627154624093e-6,1.6228038740573325e-6
20.807665982203968,1.6293485246565709e-6,1.3302180418950371e-5,7.683835751448598e-6,3.6326952158605152e-6,1.6281140111651382e-6,1.6296663291059943e-6,2.324605070969099e-5,6.004550870741809e-6,6.191731435567505e-6,1.6281140111651382e-6
20.876112251882272,1.6346368388875376e-6,1.328606757544648e-5,7.65692491577763e-6,3.6372317328003945e-6,1.6334025648712114e-6,1.6349543846549963e-6,2.3192518482706426e-5,5.977538721002595e-6,6.194480365095956e-6,1.6334025648712114e-6
20.944558521560573,1.6399037030545571e-6,1.3269936031901075e-5,7.631056257451085e-6,3.6416103930125843e-6,1.638669746562016e-6,1.6402209650490107e-6,2.313968106415487e-5,5.951666891990115e-6,6.196876778830074e-6,1.638669746562016e-6
21.013004791238878,1.6451493248803573e-6,1.3253790537959276e-5,7.6062296784362715e-6,3.645832537868543e-6,1.643915763294146e-6,1.645466277899743e-6,2.308754546431757e-5,5.926934360411806e-6,6.198923626965502e-6,1.643915763294146e-6
21.08145106091718,1.6503739116435767e-6,1.3237635387519653e-5,7.582443872444777e-6,3.649899556812386e-6,1.6491408217911285e-6,1.650690530818899e-6,2.3036117158037328e-5,5.9033388611906545e-6,6.200623977159481e-6,1.6491408217911285e-6
21.149897330595483,1.655577681169973e-6,1.3221474442492998e-5,7.559696362902102e-6,3.6538128973528927e-6,1.6543451388795205e-6,1.6558939420763252e-6,2.2985400136454892e-5,5.880876926322998e-6,6.201981024078762e-6,1.6543451388795205e-6
21.218343600273784,1.6607608471774782e-6,1.3205311132913344e-5,7.537983519934066e-6,3.6575740502975407e-6,1.6595289276111203e-6,1.6610767251679093e-6,2.293539693665192e-5,5.859543901753916e-6,6.2029980741895585e-6,1.6595289276111203e-6
21.286789869952088,1.6659236372618125e-6,1.3189148490910796e-5,7.51730060988276e-6,3.661184567627096e-6,1.6646924151375586e-6,1.666239108355505e-6,2.288610870582186e-5,5.839333998003404e-6,6.203678562188841e-6,1.6646924151375586e-6
21.35523613963039,1.6710662671393095e-6,1.3172989138388047e-5,7.497641801190724e-6,3.664646034740038e-6,1.6698358160649462e-6,1.6713813074664685e-6,2.2837535222475225e-5,5.820240296605661e-6,6.204026023359788e-6,1.6698358160649462e-6
